pmcid,pmid,doi,year,journal,title,authors,citation_count,rcr,terms_matched
PMC2246083,16751107,10.1016/j.cell.2006.03.042,2006,Cell,Global analysis of protein palmitoylation in yeast.,"Roth AF, Wan J, Bailey AO",463,8.418347418013846,"""Brett S. Phinney"""
PMC5135029,27784770,10.1212/WNL.0000000000003391,2016,Neurology,Gram-negative bacterial molecules associate with Alzheimer disease pathology.,"Zhan X, Stamova B, Jin LW",400,15.369061343433172,"""Brett Phinney""; (""Proteomics Core"" AND ""UC Davis"")"
PMC5827972,28183972,10.1126/science.aal3316,2017,"Science (New York, N.Y.)",Redox-based reagents for chemoselective methionine bioconjugation.,"Lin S, Yang X, Jia S",368,13.534244298324069,"""UC Davis Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC8131922,33813065,10.1016/j.mcpro.2021.100077,2021,Molecular & cellular proteomics : MCP,IonQuant Enables Accurate and Sensitive Label-Free Quantification With FDR-Controlled Match-Between-Runs.,"Yu F, Haynes SE, Nesvizhskii AI",360,22.610150400199288,"""Brett Phinney"""
PMC3991786,23041932,10.1038/nature11500,2012,Nature,The spatial architecture of protein function and adaptation.,"McLaughlin RN Jr, Poelwijk FJ, Raman A",337,8.394866416612505,"""University of California Davis Proteomics Core"""
PMC6997950,31813797,10.1016/j.devcel.2019.10.025,2020,Developmental cell,Galectin-3 Coordinates a Cellular System for Lysosomal Repair and Removal.,"Jia J, Claude-Taupin A, Gu Y",304,13.68704565259507,"""Proteomics Core at UC Davis""; (""Proteomics Core"" AND ""UC Davis"")"
PMC1143070,15894717,10.1105/tpc.105.031393,2005,The Plant cell,Identification and functional analysis of in vivo phosphorylation sites of the Arabidopsis BRASSINOSTEROID-INSENSITIVE1 receptor kinase.,"Wang X, Goshe MB, Soderblom EJ",302,5.689335105644361,"""Brett S. Phinney"""
PMC5764092,29275994,10.1016/j.devcel.2017.11.020,2018,Developmental cell,A Proximity Labeling Strategy Provides Insights into the Composition and Dynamics of Lipid Droplet Proteomes.,"Bersuker K, Peterson CWH, To M",286,10.289413674689596,"""University of California Davis Proteomics Core"""
PMC5827158,29520228,10.3389/fnagi.2018.00042,2018,Frontiers in aging neuroscience,"Lipopolysaccharide Associates with Amyloid Plaques, Neurons and Oligodendrocytes in Alzheimer's Disease Brain: A Review.","Zhan X, Stamova B, Sharp FR",266,12.624680189622474,"""Brett Phinney"""
PMC4451101,25554787,10.1126/science.1259724,2015,"Science (New York, N.Y.)",Protein synthesis. Rqc2p and 60S ribosomal subunits mediate mRNA-independent elongation of nascent chains.,"Shen PS, Park J, Qin Y",254,6.577105026958506,"""UC Davis Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC4509841,26147685,10.1038/ni.3205,2015,Nature immunology,Interferon-γ regulates cellular metabolism and mRNA translation to potentiate macrophage activation.,"Su X, Yu Y, Zhong Y",241,6.231568171280964,"""UC Davis Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC4442815,25987606,10.1083/jcb.201502033,2015,The Journal of cell biology,Ltc1 is an ER-localized sterol transporter and a component of ER-mitochondria and ER-vacuole contacts.,"Murley A, Sarsam RD, Toulmay A",235,6.702723700251637,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; ""University of California Davis Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC5911935,29625033,10.1016/j.molcel.2018.03.009,2018,Molecular cell,Galectins Control mTOR in Response to Endomembrane Damage.,"Jia J, Abudu YP, Claude-Taupin A",235,8.094741337305118,"""Proteomics Core at UC Davis""; (""Proteomics Core"" AND ""UC Davis"")"
PMC4434539,25918844,10.7554/eLife.07739,2015,eLife,MICOS coordinates with respiratory complexes and lipids to establish mitochondrial inner membrane architecture.,"Friedman JR, Mourier A, Yamada J",234,6.866739420588052,"""Proteomics Core Facility at UC Davis""; ""Brett Phinney""; (""Proteomics Core"" AND ""UC Davis"")"
PMC7350907,31216481,10.1016/j.celrep.2019.05.065,2019,Cell reports,Cathepsin G Inhibition by Serpinb1 and Serpinb6 Prevents Programmed Necrosis in Neutrophils and Monocytes and Reduces GSDMD-Driven Inflammation.,"Burgener SS, Leborgne NGF, Snipas SJ",221,8.319400543356778,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; (""Proteomics Core"" AND ""UC Davis"")"
PMC1323180,16357201,10.1073/pnas.0509026102,2005,Proceedings of the National Academy of Sciences of the United States of America,Jasmonate-inducible plant enzymes degrade essential amino acids in the herbivore midgut.,"Chen H, Wilkerson CG, Kuchar JA",209,5.015723245631637,"""Brett S. Phinney"""
PMC2694982,19564897,10.1371/journal.pbio.1000139,2009,PLoS biology,RIN4 functions with plasma membrane H+-ATPases to regulate stomatal apertures during pathogen attack.,"Liu J, Elmore JM, Fuglsang AT",209,4.663758526504026,"(""Proteomics Core"" AND ""UC Davis"")"
PMC3069099,21483796,10.1371/journal.pgen.1001350,2011,PLoS genetics,REVEILLE8 and PSEUDO-REPONSE REGULATOR5 form a negative feedback loop within the Arabidopsis circadian clock.,"Rawat R, Takahashi N, Hsu PY",198,4.848575439837196,"""Brett S. Phinney"""
PMC6834362,31442426,10.1016/j.molcel.2019.07.030,2019,Molecular cell,Proximity RNA Labeling by APEX-Seq Reveals the Organization of Translation Initiation Complexes and Repressive RNA Granules.,"Padrón A, Iwasaki S, Ingolia NT",186,6.226239840268158,"""UC Davis Genome Center Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC5397204,28406755,10.1089/ten.tec.2017.0018,2017,"Tissue engineering. Part C, Methods",A Modified Hydroxyproline Assay Based on Hydrochloric Acid in Ehrlich's Solution Accurately Measures Tissue Collagen Content.,"Cissell DD, Link JM, Hu JC",185,9.63941535822133,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; (""Proteomics Core"" AND ""UC Davis"")"
PMC3625894,23376832,10.1152/ajpheart.00835.2012,2013,American journal of physiology. Heart and circulatory physiology,"Cardiac myocyte exosomes: stability, HSP60, and proteomics.","Malik ZA, Kott KS, Poe AJ",165,4.97561783520292,"""University of California Davis Proteomics Core"""
PMC3568303,23341591,10.1073/pnas.1215232110,2013,Proceedings of the National Academy of Sciences of the United States of America,Endoplasmic reticulum-associated mitochondria-cortex tether functions in the distribution and inheritance of mitochondria.,"Lackner LL, Ping H, Graef M",161,3.846515147473673,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; ""Brett Phinney""; (""Proteomics Core"" AND ""UC Davis"")"
PMC8091032,33969321,10.1016/j.xcrm.2021.100288,2021,Cell reports. Medicine,Divergent and self-reactive immune responses in the CNS of COVID-19 patients with neurological symptoms.,"Song E, Bartley CM, Chow RD",152,9.545619130528726,"""Proteomics Core at UC Davis""; S10OD021801; ""Brett S. Phinney""; (""Proteomics Core"" AND ""UC Davis"")"
PMC7815315,33463523,10.7554/eLife.62047,2021,eLife,"Atomic structures of respiratory complex III(2), complex IV, and supercomplex III(2)-IV from vascular plants.","Maldonado M, Guo F, Letts JA",148,9.299613603608373,"""UC Davis Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC4509060,26193921,10.1167/iovs.15-16739,2015,Investigative ophthalmology & visual science,"Dexamethasone Stiffens Trabecular Meshwork, Trabecular Meshwork Cells, and Matrix.","Raghunathan VK, Morgan JT, Park SA",143,5.816092074481164,"""Brett S. Phinney"""
PMC5183725,27852613,10.3945/ajcn.116.138594,2017,The American journal of clinical nutrition,Vitamin C-enriched gelatin supplementation before intermittent activity augments collagen synthesis.,"Shaw G, Lee-Barthel A, Ross ML",139,8.755976296664556,"""University of California Davis Proteomics Core"""
PMC3777723,23954155,10.1016/j.chom.2013.07.009,2013,Cell host & microbe,PPARγ-mediated increase in glucose availability sustains chronic Brucella abortus infection in alternatively activated macrophages.,"Xavier MN, Winter MG, Spees AM",126,3.344926037115429,"""UC Davis Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC4458728,25755294,10.1074/mcp.M114.045724,2015,Molecular & cellular proteomics : MCP,"An Integrated Platform for Isolation, Processing, and Mass Spectrometry-based Proteomic Profiling of Rare Cells in Whole Blood.","Li S, Plouffe BD, Belov AM",115,3.4761142512878425,"""Brett Phinney"""
PMC3424102,22584013,10.1186/1471-2229-12-69,2012,BMC plant biology,Development of high amylose wheat through TILLING.,"Slade AJ, McGuire C, Loeffler D",107,3.623493753824342,"""UC Davis Genome Center Proteomics Core""; ""Brett Phinney""; (""Proteomics Core"" AND ""UC Davis"")"
PMC3792690,23771028,10.1093/hmg/ddt281,2013,Human molecular genetics,A Prader-Willi locus lncRNA cloud modulates diurnal genes and energy expenditure.,"Powell WT, Coulson RL, Crary FK",106,2.6875358104034293,"""UC Davis Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC6113906,30012696,10.1523/JNEUROSCI.0893-18.2018,2018,The Journal of neuroscience : the official journal of the Society for Neuroscience,Identification of VAPA and VAPB as Kv2 Channel-Interacting Proteins Defining Endoplasmic Reticulum-Plasma Membrane Junctions in Mammalian Brain Neurons.,"Kirmiz M, Vierra NC, Palacio S",105,3.682161766853716,"""UC Davis Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC6367033,30300945,10.1111/nph.15523,2019,The New phytologist,Quantitative phosphoproteomic analysis reveals common regulatory mechanisms between effector- and PAMP-triggered immunity in plants.,"Kadota Y, Liebrand TWH, Goto Y",99,4.43728883333294,"""UC Davis Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC6266874,29649442,10.1016/j.chom.2018.03.010,2018,Cell host & microbe,The Receptor-like Cytoplasmic Kinase BIK1 Localizes to the Nucleus and Regulates Defense Hormone Expression during Plant Innate Immunity.,"Lal NK, Nagalakshmi U, Hurlburt NK",98,3.9525192619477356,"""UC Davis Genome Center Proteomics Core""; ""Brett Phinney""; (""Proteomics Core"" AND ""UC Davis"")"
PMC4857884,27143430,10.1016/j.neurobiolaging.2016.03.004,2016,Neurobiology of aging,Opposing roles of the triggering receptor expressed on myeloid cells 2 and triggering receptor expressed on myeloid cells-like transcript 2 in microglia activation.,"Zheng H, Liu CC, Atagi Y",95,3.3055382291386026,"(""Proteomics Core"" AND ""UC Davis"")"
PMC3963587,24399299,10.1105/tpc.113.118588,2014,The Plant cell,Structural and functional modularity of the orange carotenoid protein: distinct roles for the N- and C-terminal domains in cyanobacterial photoprotection.,"Leverenz RL, Jallet D, Li MD",93,3.454244706940098,"""University of California Davis Proteomics Core"""
PMC7238675,32432329,10.1093/gigascience/giaa050,2020,GigaScience,High-quality chromosome-scale assembly of the walnut (Juglans regia L.) reference genome.,"Marrano A, Britton M, Zaini PA",89,5.299524593570221,"""Brett Phinney"""
PMC3836491,24002751,10.1099/mic.0.070755-0,2013,"Microbiology (Reading, England)",Identification of extracellular surface-layer associated proteins in Lactobacillus acidophilus NCFM.,"Johnson B, Selle K, O'Flaherty S",88,3.1173037021614554,"""University of California Davis Proteomics Core"""
PMC3305988,22333533,10.1101/gad.182345.111,2012,Genes & development,Identification of a target cell permissive factor required for contact-dependent growth inhibition (CDI).,"Diner EJ, Beck CM, Webb JS",86,2.5346370429412945,"""University of California Davis Proteomics Core"""
PMC6839919,31663850,10.7554/eLife.49953,2019,eLife,Kv2.1 mediates spatial and functional coupling of L-type calcium channels and ryanodine receptors in mammalian neurons.,"Vierra NC, Kirmiz M, van der List D",80,3.365060183731645,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; (""Proteomics Core"" AND ""UC Davis"")"
PMC7148571,32213588,10.1073/pnas.1916498117,2020,Proceedings of the National Academy of Sciences of the United States of America,Metastasis of cholangiocarcinoma is promoted by extended high-mannose glycans.,"Park DD, Phoomak C, Xu G",79,3.872981296830306,"""UC Davis Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC5029224,26495994,10.1038/ismej.2015.180,2016,The ISME journal,Cyanobacterial reuse of extracellular organic carbon in microbial mats.,"Stuart RK, Mayali X, Lee JZ",78,3.3854124375907175,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; ""Brett Phinney""; (""Proteomics Core"" AND ""UC Davis"")"
PMC3486368,22984261,10.1128/JB.01272-12,2012,Journal of bacteriology,"Novel high-molecular-weight, R-type bacteriocins of Clostridium difficile.","Gebhart D, Williams SR, Bishop-Lilly KA",77,2.336832202283409,"""University of California Davis Proteomics Core"""
PMC4664887,26616950,10.1016/j.foodchem.2015.10.116,2016,Food chemistry,Peptidomic analysis reveals proteolytic activity of kefir microorganisms on bovine milk proteins.,"Dallas DC, Citerne F, Tian T",77,4.612033803323216,"""Brett Phinney""; (""Proteomics Core"" AND ""UC Davis"")"
PMC7513463,32350467,10.1038/s41586-020-2186-z,2020,Nature,Action of a minimal contractile bactericidal nanomachine.,"Ge P, Scholl D, Prokhorov NS",76,4.515218731384644,"""University of California Davis Proteomics Core"""
PMC5899949,29524673,10.1016/j.actbio.2018.02.037,2018,Acta biomaterialia,Glaucomatous cell derived matrices differentially modulate non-glaucomatous trabecular meshwork cellular behavior.,"Raghunathan VK, Benoit J, Kasetti R",73,4.013493028350402,"""Brett S. Phinney"""
PMC3223037,21841177,10.1093/jxb/err197,2011,Journal of experimental botany,Label-free shotgun proteomics and metabolite analysis reveal a significant metabolic shift during citrus fruit development.,"Katz E, Boo KH, Kim HY",73,2.4051712910744634,"""Brett S. Phinney"""
PMC2812995,19966030,10.1128/AEM.01757-09,2010,Applied and environmental microbiology,"LccA, an archaeal laccase secreted as a highly stable glycoprotein into the extracellular medium by Haloferax volcanii.","Uthandi S, Saad B, Humbard MA",73,2.490171882828301,"(""Proteomics Core"" AND ""UC Davis"")"
PMC6397664,30530815,10.1158/0008-5472.CAN-18-1675,2019,Cancer research,miR-192-5p Silencing by Genetic Aberrations Is a Key Event in Hepatocellular Carcinomas with Cancer Stem Cell Features.,"Gu Y, Wei X, Sun Y",70,3.0022174059485036,"""University of California Davis Proteomics Core"""
PMC3494149,22787274,10.1074/mcp.M111.016733,2012,Molecular & cellular proteomics : MCP,System response of metabolic networks in Chlamydomonas reinhardtii to total available ammonium.,"Lee DY, Park JJ, Barupal DK",69,2.216164767057819,"""UC Davis Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC3416191,22615490,10.1128/MCB.06728-11,2012,Molecular and cellular biology,Phosphorylation of distinct sites in MeCP2 modifies cofactor associations and the dynamics of transcriptional regulation.,"Gonzales ML, Adams S, Dunaway KW",69,1.6175808553389732,"""University of California Davis Proteomics Core"""
PMC3744378,23956463,10.1002/macp.201200412,2013,Macromolecules,Resilin-Based Hybrid Hydrogels for Cardiovascular Tissue Engineering.,"McGann CL, Levenson EA, Kiick KL",69,2.4000581440568194,"""Proteomics Core Facility at UC Davis""; (""Proteomics Core"" AND ""UC Davis"")"
PMC8049743,33821786,10.7554/eLife.59288,2021,eLife,Discovery and characterization of a novel family of prokaryotic nanocompartments involved in sulfur metabolism.,"Nichols RJ, LaFrance B, Phillips NR",68,4.554517297398982,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; (""Proteomics Core"" AND ""UC Davis"")"
PMC5584152,28774891,10.1083/jcb.201610032,2017,The Journal of cell biology,Sterol transporters at membrane contact sites regulate TORC1 and TORC2 signaling.,"Murley A, Yamada J, Niles BJ",68,2.1155482166104993,"""University of California Davis Proteomics Core"""
PMC6018650,29462363,10.1093/pcp/pcy013,2018,Plant & cell physiology,A Gene Regulatory Network for Cellular Reprogramming in Plant Regeneration.,"Ikeuchi M, Shibata M, Rymen B",68,2.7967295277381523,"""Proteomics Core Facility at UC Davis""; (""Proteomics Core"" AND ""UC Davis"")"
PMC5862279,28049629,10.1093/carcin/bgw205,2017,Carcinogenesis,Integrated Metabolomics and Proteomics Highlight Altered Nicotinamide- and Polyamine Pathways in Lung Adenocarcinoma.,"Fahrmann JF, Grapov DD, Wanichthanarak K",68,2.4831383497127737,"""Brett S. Phinney"""
PMC8276549,34257406,10.1038/s41556-021-00706-w,2021,Nature cell biology,ATG9A protects the plasma membrane from programmed and incidental permeabilization.,"Claude-Taupin A, Jia J, Bhujabal Z",67,3.3558822473459053,"""Proteomics Core at UC Davis""; (""Proteomics Core"" AND ""UC Davis"")"
PMC3563672,19679182,10.1016/j.bbadis.2009.07.011,2009,Biochimica et biophysica acta,Frataxin deficiency induces Schwann cell inflammation and death.,"Lu C, Schoenfeld R, Shan Y",66,1.6914412788718585,"""Proteomics Core at UC Davis""; (""Proteomics Core"" AND ""UC Davis"")"
PMC3613476,23417089,10.1104/pp.112.211748,2013,Plant physiology,The Pseudomonas syringae effector HopQ1 promotes bacterial virulence and interacts with tomato 14-3-3 proteins in a phosphorylation-dependent manner.,"Li W, Yadeta KA, Elmore JM",66,1.8300972382497727,"""Brett Phinney"""
PMC9533235,36179369,10.1083/jcb.202207091,2022,The Journal of cell biology,Stress granules and mTOR are regulated by membrane atg8ylation during lysosomal damage.,"Jia J, Wang F, Bhujabal Z",65,4.655063746269202,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; S10OD021801; (""Proteomics Core"" AND ""UC Davis"")"
PMC9391305,35752173,10.1016/j.molcel.2022.06.005,2022,Molecular cell,Methionine oxidation activates pyruvate kinase M2 to promote pancreatic cancer metastasis.,"He D, Feng H, Sundberg B",64,4.942778892334801,"""UC Davis Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC7880555,27690385,10.1021/acsinfecdis.6b00135,2016,ACS infectious diseases,Small-Molecule Probes Reveal Esterases with Persistent Activity in Dormant and Reactivating Mycobacterium tuberculosis.,"Tallman KR, Levine SR, Beatty KE",64,2.315151298038498,"""UC Davis Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC7924959,33502312,10.7554/eLife.57720,2021,eLife,SUMO is a pervasive regulator of meiosis.,"Bhagwat NR, Owens SN, Ito M",63,3.575571150418228,"""UC Davis Proteomics Core""; ""Brett Phinney""; (""Proteomics Core"" AND ""UC Davis"")"
PMC4303647,25477521,10.1074/jbc.M114.616920,2015,The Journal of biological chemistry,A lettuce (Lactuca sativa) homolog of human Nogo-B receptor interacts with cis-prenyltransferase and is necessary for natural rubber biosynthesis.,"Qu Y, Chakrabarty R, Tran HT",63,2.694161724712701,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; ""University of California Davis Proteomics Core""; ""Brett Phinney""; (""Proteomics Core"" AND ""UC Davis"")"
PMC3754227,23774597,10.1128/IAI.00554-13,2013,Infection and immunity,Cryptococcus neoformans promotes its transmigration into the central nervous system by inducing molecular and cellular changes in brain endothelial cells.,"Vu K, Eigenheer RA, Phinney BS",59,1.799930461557307,"""Proteomics Core Facility at UC Davis""; ""Brett S. Phinney""; (""Proteomics Core"" AND ""UC Davis"")"
PMC9169680,35357889,10.1126/science.abn7747,2022,"Science (New York, N.Y.)",Structures of Tetrahymena's respiratory chain reveal the diversity of eukaryotic core metabolism.,"Zhou L, Maldonado M, Padavannil A",58,5.049874938628112,"""UC Davis Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC5651854,29057866,10.1038/s41467-017-01313-w,2017,Nature communications,Reconstitution of human shelterin complexes reveals unexpected stoichiometry and dual pathways to enhance telomerase processivity.,"Lim CJ, Zaug AJ, Kim HJ",58,1.7281917901883905,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; (""Proteomics Core"" AND ""UC Davis"")"
PMC5098910,27718356,10.7554/eLife.19993,2016,eLife,A widely employed germ cell marker is an ancient disordered protein with reproductive functions in diverse eukaryotes.,"Carmell MA, Dokshin GA, Skaletsky H",56,1.5982615595942995,"(""Proteomics Core"" AND ""UC Davis"")"
PMC4067167,24795046,10.1074/jbc.M114.558825,2014,The Journal of biological chemistry,Cancer-relevant splicing factor CAPERα engages the essential splicing factor SF3b155 in a specific ternary complex.,"Loerch S, Maucuer A, Manceau V",55,1.2309734335257292,"""University of California Davis Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC2849892,20131913,10.1021/pr901171q,2010,Journal of proteome research,Multisite phosphorylation of voltage-gated sodium channel alpha subunits from rat brain.,"Berendt FJ, Park KS, Trimmer JS",55,1.2775232131520144,"""Brett Phinney"""
PMC8938451,35314674,10.1038/s41467-022-28952-y,2022,Nature communications,RUFY3 and RUFY4 are ARL8 effectors that promote coupling of endolysosomes to dynein-dynactin.,"Keren-Kaplan T, Sarić A, Ghosh S",55,4.195686864891607,"(""Proteomics Core"" AND ""UC Davis"")"
PMC8496048,34586346,10.1083/jcb.202103122,2021,The Journal of cell biology,The modified mitochondrial outer membrane carrier MTCH2 links mitochondrial fusion to lipogenesis.,"Labbé K, Mookerjee S, Le Vasseur M",54,2.981975376448703,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; S10OD021801; ""Brett Phinney""; (""Proteomics Core"" AND ""UC Davis"")"
PMC4920720,27163815,10.3233/JAD-160047,2016,Journal of Alzheimer's disease : JAD,"Intraneuronal Amylin Deposition, Peroxidative Membrane Injury and Increased IL-1β Synthesis in Brains of Alzheimer's Disease Patients with Type-2 Diabetes and in Diabetic HIP Rats.","Verma N, Ly H, Liu M",54,2.131957851731033,"(""Proteomics Core"" AND ""UC Davis"")"
PMC5702739,28800136,10.1038/ismej.2017.134,2017,The ISME journal,Feathermoss and epiphytic Nostoc cooperate differently: expanding the spectrum of plant-cyanobacteria symbiosis.,"Warshan D, Espinoza JL, Stuart RK",53,2.2413840516395642,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; ""Brett Phinney""; (""Proteomics Core"" AND ""UC Davis"")"
PMC3624461,23430252,10.1074/jbc.M113.453373,2013,The Journal of biological chemistry,Characterization of proprotein convertase subtilisin/kexin type 9 (PCSK9) trafficking reveals a novel lysosomal targeting mechanism via amyloid precursor-like protein 2 (APLP2).,"DeVay RM, Shelton DL, Liang H",53,1.4220309521151848,"""Brett Phinney"""
PMC8811953,33737747,10.1038/s41564-021-00876-1,2021,Nature microbiology,Mucin O-glycans suppress quorum-sensing pathways and genetic transformation in Streptococcus mutans.,"Werlang CA, Chen WG, Aoki K",53,3.9425011675215726,"(""Proteomics Core"" AND ""UC Davis"")"
PMC8292920,34118203,10.1016/j.devcel.2021.05.014,2021,Developmental cell,Oncogene-regulated release of extracellular vesicles.,"Kilinc S, Paisner R, Camarda R",52,3.1106627646855056,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; S10OD021801; (""Proteomics Core"" AND ""UC Davis"")"
PMC4140893,24737319,10.1074/jbc.M114.562785,2014,The Journal of biological chemistry,Reciprocal changes in phosphorylation and methylation of mammalian brain sodium channels in response to seizures.,"Baek JH, Rubinstein M, Scheuer T",51,1.5500639449326574,"""Brett Phinney"""
PMC5695823,29155854,10.1371/journal.pone.0188105,2017,PloS one,Profiling of proteins secreted in the bovine oviduct reveals diverse functions of this luminal microenvironment.,"Pillai VV, Weber DM, Phinney BS",51,2.6972154084356013,"""Brett S. Phinney"""
PMC3585164,23468624,10.1371/journal.ppat.1003180,2013,PLoS pathogens,Sustained activation of Akt elicits mitochondrial dysfunction to block Plasmodium falciparum infection in the mosquito host.,"Luckhart S, Giulivi C, Drexler AL",51,1.522651898111103,"""Brett S. Phinney"""
PMC4702614,26475115,10.1128/AEM.01968-15,2016,Applied and environmental microbiology,Conserved S-Layer-Associated Proteins Revealed by Exoproteomic Survey of S-Layer-Forming Lactobacilli.,"Johnson BR, Hymes J, Sanozky-Dawes R",49,1.8362657304962577,"""University of California Davis Proteomics Core""; ""Brett Phinney"""
PMC6350682,30723593,10.1080/2162402X.2018.1561119,2019,Oncoimmunology,Exosomes from GM-CSF expressing embryonic stem cells are an effective prophylactic vaccine for cancer prevention.,"Yaddanapudi K, Meng S, Whitt AG",49,2.0138206349599415,"""Brett Phinney"""
PMC2738754,19603827,10.1021/pr900349r,2009,Journal of proteome research,Reanalysis of Tyrannosaurus rex Mass Spectra.,"Bern M, Phinney BS, Goldberg D",47,1.1557729831001295,"""Brett S. Phinney"""
PMC10115417,37075112,10.1126/sciadv.adf6059,2023,Science advances,Subcellular location defines GPCR signal transduction.,"Radoux-Mergault A, Oberhauser L, Aureli S",47,6.4247301525869736,"(""Proteomics Core"" AND ""UC Davis"")"
PMC5549995,28753661,10.1371/journal.pntd.0005677,2017,PLoS neglected tropical diseases,Amino acid metabolic signaling influences Aedes aegypti midgut microbiome variability.,"Short SM, Mongodin EF, MacLeod HJ",47,2.131137739941995,"(""Proteomics Core"" AND ""UC Davis"")"
PMC6420169,30346576,10.1093/infdis/jiy609,2019,The Journal of infectious diseases,A Meningococcal Native Outer Membrane Vesicle Vaccine With Attenuated Endotoxin and Overexpressed Factor H Binding Protein Elicits Gonococcal Bactericidal Antibodies.,"Beernink PT, Ispasanie E, Lewis LA",45,2.4692610193133464,"""University of California Davis Proteomics Core"""
PMC4137660,25165623,10.7717/peerj.506,2014,PeerJ,"Human hair shaft proteomic profiling: individual differences, site specificity and cuticle analysis.","Laatsch CN, Durbin-Johnson BP, Rocke DM",45,1.7037705801877396,"""Brett S. Phinney"""
PMC3187371,21791603,10.1128/MCB.05808-11,2011,Molecular and cellular biology,Pirh2 E3 ubiquitin ligase monoubiquitinates DNA polymerase eta to suppress translesion DNA synthesis.,"Jung YS, Hakem A, Hakem R",44,0.8710379691635802,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; (""Proteomics Core"" AND ""UC Davis"")"
PMC8848662,35168652,10.1186/s13059-022-02613-1,2022,Genome biology,Placental methylome reveals a 22q13.33 brain regulatory gene locus associated with autism.,"Zhu Y, Gomez JA, Laufer BI",44,4.450781379309409,"""University of California Davis Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC10205698,37054706,10.1016/j.devcel.2023.03.014,2023,Developmental cell,ATG5 provides host protection acting as a switch in the atg8ylation cascade between autophagy and secretion.,"Wang F, Peters R, Jia J",44,4.345672243937999,"""Proteomics Core at UC Davis""; S10OD021801; (""Proteomics Core"" AND ""UC Davis"")"
PMC3315445,22426212,10.1172/JCI61934,2012,The Journal of clinical investigation,PKCε phosphorylation of the sodium channel NaV1.8 increases channel function and produces mechanical hyperalgesia in mice.,"Wu DF, Chandra D, McMahon T",44,1.2970252384966445,"(""Proteomics Core"" AND ""UC Davis"")"
PMC4064829,24768974,10.1016/j.ibmb.2014.04.005,2014,Insect biochemistry and molecular biology,"Manduca sexta proprophenoloxidase activating proteinase-3 (PAP3) stimulates melanization by activating proPAP3, proSPHs, and proPOs.","Wang Y, Lu Z, Jiang H",43,1.6386763880777842,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; (""Proteomics Core"" AND ""UC Davis"")"
PMC6713294,31123048,10.1105/tpc.19.00177,2019,The Plant cell,Ribonucleoprotein Capture by in Vivo Expression of a Designer Pentatricopeptide Repeat Protein in Arabidopsis.,"McDermott JJ, Watkins KP, Williams-Carrier R",43,1.9270787944760628,"""University of California Davis Proteomics Core"""
PMC7896317,33568531,10.1073/pnas.2016648118,2021,Proceedings of the National Academy of Sciences of the United States of America,"A conserved long noncoding RNA, GAPLINC, modulates the immune response during endotoxic shock.","Vollmers AC, Covarrubias S, Kuang D",42,2.4004784883590533,"""UC Davis Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC5943086,29488662,10.1111/mmi.13946,2018,Molecular microbiology,Mycobacteriophage Fruitloop gp52 inactivates Wag31 (DivIVA) to prevent heterotypic superinfection.,"Ko CC, Hatfull GF",42,1.7615455616827367,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; (""Proteomics Core"" AND ""UC Davis"")"
